"","portal","processo","edital","cdo","orgao","id","link_repositorio_edital","tipo","orgao_sigla","descricao_do_objeto","entrega_de_proposta","abertura","situacao","data_abertura","data_entrega_proposta","base_final","final_url_edital","link_completo_para_editais"
"145","2","","0016/2022","4130","PSFS Porto de São Francisco do Sul S/A","00162022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0016/2022","Pregão Eletrônico(Serviços)","PSFS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E CONSERVAÇÃO DAS EDIFICAÇÕES E INSTALAÇÕES DO TERMINAL GRANELEIRO E PORTO DE SÃO FRANCISCO DO SUL  SC, DE FORMA CONTÍNUA, COM FORNECIMENTO DE MATERIAL.","10/03/2022 08:00:00","10/03/2022 09:00:00","EM SESSÃO","10/03/2022","10/03/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00162022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00162022.pdf"
"146","1","26882","0016/2022","801","Secretaria de Estado da Administração Prisional e Socioeducativa - SAP","00162022_801","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26882&cdo=801&edital=0016/2022","Pregão Eletrônico             (Compras)","SAP-PRC","Aquisição de Tvs para Penitenciária da Região de Curitibanos.(Projeto piloto de instalação de televisores no Pavilhão Bloco).","17/02/2022 13:00:00","08/03/2022 13:15:00","HOMOLOGADO","08/03/2022","17/02/2022",NA,"docsb.asp?orgao=SAP-PRC&anexo=26882-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SAP-PRC&anexo=26882-02-1.doc"
"147","1","26746","0016/2022","1700","Secretaria de Estado da Administração - SEA","00162022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26746&cdo=1700&edital=0016/2022","Pregão Eletrônico             (Compras)","SEA-DGLC","Registro de preços para futura e eventual aquisição de máscara cirúrgica descartável, tipo não tecido, três camadas, cor branca para uso nos ambientes escolares por profissionais da educação da Rede Estadual de Ensino, para o enfrentamento à pandemia de COVID-1, para atender às necessidades da Secretaria de Estado da Educação.","02/02/2022 14:00:00","14/02/2022 10:30:00","SESSÃO PREGÃO SUSPENSA - PE","14/02/2022","02/02/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=26746-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=26746-02-1.pdf"
"148","2","","0016/2022","4501","Secretaria de Estado da Educação - SED","00162022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0016/2022","Tomada de Preços(Serviços)","SED","Contratação  de  Empresa  Especializada em  Serviços  de  Engenharia  e  Arquitetura  para  Elaboração  dos  projetos  executivos  de arquitetura e engenharia de Reforma e Regularização ou Ampliação da EEB Sóror Angélica, localizada em São Lourenço do Oeste.","16/03/2022 13:30:00","16/03/2022 14:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","16/03/2022","16/03/2022",NA,"docsb.asp?orgao=SED&anexo=TP016.2022.docx","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=TP016.2022.docx"
"149","1","26646","0016/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00162022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26646&cdo=5301&edital=0016/2022","Pregão Eletrônico             (Serviços)","SIE","RDC - REGIME DIFERENCIADO DE CONTRATAÇÃO - Execução dos serviços de sinalização horizontal e vertical na malha rodoviária sob jurisdição da Coordenadoria Regional  Vale  - SIE/CRVAL, em regime de empreitada por preço unitário, nas condições previstas no Edital e seus anexos, conforme especificações constantes dos Anexos I a XVI.","22/01/2022 08:00:00","18/02/2022 14:30:00","EM SESSÃO PREGÃO","18/02/2022","22/01/2022",NA,"docsb.asp?orgao=SIE&anexo=26646-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26646-02-1.pdf"
"150","2","","0016/2022","4002","Tribunal de Contas do Estado de Santa Catarina - TCE","00162022_4002","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4002&edital=0016/2022","Pregão Eletrônico(Serviços)","TCE","Contratação de empresa especializada para prestação de serviços de telefonia, solução IP PABX em nuvem, licenças de software, telefones IP, serviços de instalação, repasse de conhecimento e treinamento e suporte especializado","07/04/2022 14:00:00","07/04/2022 14:00:00","AGUARDANDO ABERTURA DA SESSÃO","07/04/2022","07/04/2022",NA,"docsb.asp?orgao=TCE&anexo=EditalPE162022VOIP.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=TCE&anexo=EditalPE162022VOIP.pdf"
"151","2","","0017/2022","9","Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI","00172022_9","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=9&edital=0017/2022","Pregão Eletrônico(Compras)","EPAGRI","EXCLUSIVO ME/EPP Aquisição de gases especiais e GLP (Gás Liquefeito de Petróleo), para a Epagri  Centro de Treinamento de Videira, Estação Experimental de Caçador/SC, conforme quantitativos e especificações constantes nos ANEXOS I e II deste Edital.ID LICITACOES-E 92.95.53","07/04/2022 09:00:00","08/04/2022 14:00:00","AGUARDANDO ABERTURA DA SESSÃO","08/04/2022","07/04/2022",NA,"docsb.asp?orgao=EPAGRI&anexo=0017_2022PE.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=EPAGRI&anexo=0017_2022PE.doc"
"152","1","26994","0017/2022","4722","Instituto de Previdência do Estado de Santa Catarina - IPREV","00172022_4722","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26994&cdo=4722&edital=0017/2022","Pregão Eletrônico             (Serviços)","IPREV","registro  de  preços  para  futura  e  eventual  contratação  de  empresa  especializada  em serviços  de  engenharia  para  manutenção  predial  preventiva  e  corretiva,  contemplando  os  serviços  de manutenção  elétrica,  civil,  hidráulica,  jardinagem  e  do  sistema  preventivo  contra  incêndio,  nas edificações  pertencentes  ao  institut...","10/03/2022 08:00:00","30/03/2022 13:40:00","EM RECEBIMENTO DE PROPOSTA E-LIC","30/03/2022","10/03/2022",NA,"docsb.asp?orgao=IPREV&anexo=26994-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=IPREV&anexo=26994-02-1.pdf"
"153","1","27048","0017/2022","1605","Polícia Civil - PC","00172022_1605","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27048&cdo=1605&edital=0017/2022","Pregão Eletrônico             (Serviços)","PC","Prestação de serviço de alarme e pronta resposta para DRP/CIRETRAN Joinville e galpão onde funciona o almoxarifado, com fornecimento dos equipamentos pelo regime de comodato, para 2022.","19/03/2022 14:00:00","04/04/2022 14:00:00","EM RECEBIMENTO DE PROPOSTA E-LIC","04/04/2022","19/03/2022",NA,"docsb.asp?orgao=PC&anexo=27048-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PC&anexo=27048-02-1.pdf"
"154","1","26749","0017/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00172022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26749&cdo=1606&edital=0017/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de alimentação pronta para policiais militares da PMSC.","03/02/2022 08:00:00","16/02/2022 13:30:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","16/02/2022","03/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26749-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26749-02-1.pdf"
"155","2","","0017/2022","4130","PSFS Porto de São Francisco do Sul S/A","00172022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0017/2022","Pregão Eletrônico(Serviços)","PSFS","contratação de serviços de emissão de cartões eletrônicos para os benefícios de alimentação e refeição, seguida de recargas mensais nos cartões, para os empregados (contratados e cedidos) da scpar porto de são francisco do sul s/a, de acordo com as especificações da lei nº 6.321/76, e decreto nº 10.858/21 - que disciplina o pat  programa de alimen...","04/03/2022 09:00:00","04/03/2022 09:15:00","REVOGADO","04/03/2022","04/03/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00172022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00172022.pdf"
"156","1","26793","0017/2022","1700","Secretaria de Estado da Administração - SEA","00172022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26793&cdo=1700&edital=0017/2022","Pregão Eletrônico             (Compras)","SEA-DGLC","Registro de Preços para futura e eventual aquisição de materiais de escritório e expediente.","08/02/2022 14:00:00","18/02/2022 13:30:00","EM SESSÃO PREGÃO","18/02/2022","08/02/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=26793-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=26793-02-1.pdf"
"157","1","26680","0017/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00172022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26680&cdo=5301&edital=0017/2022","Pregão Eletrônico             (Serviços)","SIE","RDC - REGIME DIFERENCIADO DE CONTRATAÇÃO - CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE ENGENHARIA PARA IMPLANTAÇÃO E PAVIMENTAÇÃO DA RODOVIA SC 414; TRECHO: LUIZ ALVES AO ENTR. COM A SC  08 (P/ MASSARANDUBA), NUMA EXTENSÃO APROXIMADA DE 12,79 KM, conforme especificações constantes dos Anexos I a XIX.","26/01/2022 08:00:00","18/02/2022 15:30:00","EM SESSÃO PREGÃO","18/02/2022","26/01/2022",NA,"docsb.asp?orgao=SIE&anexo=26680-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26680-02-1.pdf"
"158","1","26837","0018/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00182022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26837&cdo=1606&edital=0018/2022","Pregão Eletrônico             (Compras)","PMSC","Registro de Preço para aquisição de insígnias emborrachadas para atender a demanda da Polícia Militar de Santa Catarina.","12/02/2022 08:00:00","25/02/2022 13:30:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","25/02/2022","12/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26837-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26837-02-1.pdf"
"159","2","","0018/2022","4130","PSFS Porto de São Francisco do Sul S/A","00182022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0018/2022","Pregão Eletrônico(Compras)","PSFS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE CONCERTINAS COM O KIT COMPLETO (CONCERTINA, HASTE, ESCORA, PARAFUSOS E ARAME) PARA INSTALAÇÃO NO PERÍMETRO (MURO E PORTÕES) DO TERMINAL GRANELEIRO DA SCPAR PORTO DE SÃO FRANCISCO DO SUL S.A.","24/03/2022 08:00:00","24/03/2022 09:00:00","AGUARDANDO ABERTURA DA SESSÃO","24/03/2022","24/03/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00182022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00182022.pdf"
"160","1","26796","0018/2022","1700","Secretaria de Estado da Administração - SEA","00182022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26796&cdo=1700&edital=0018/2022","Pregão Eletrônico             (Serviços)","SEA-DGLC","contratação de empresa especializada para prestação dos serviços de elaboração dos projetos executivos arquitetônico, elétrico, rede lógica e telefonia, hidrossanitário, climatização e exaustão, e sistema preventivo ppci, para o bloco iv, bloco da prefeitura, guarita dos fundos, bloco de apoio administrativo, central de gás e subestação de energia ...","09/02/2022 14:00:00","21/02/2022 13:30:00","EM SESSÃO PREGÃO","21/02/2022","09/02/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=26796-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=26796-02-1.pdf"
"161","1","27045","0018/2022","5201","Secretaria de Estado da Fazenda - SEF","00182022_5201","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27045&cdo=5201&edital=0018/2022","Pregão Eletrônico             (Serviços)","SEF","Contratação de empresa especializada na prestação de serviços de manutenção preventiva e corretiva de elevadores, com cobertura total de peças para atender necessidades da Secretaria de Estado da Fazenda","18/03/2022 14:00:00","30/03/2022 14:00:00","EM RECEBIMENTO DE PROPOSTA E-LIC","30/03/2022","18/03/2022",NA,"docsb.asp?orgao=SEF&anexo=27045-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEF&anexo=27045-02-1.pdf"
"162","1","26671","0018/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00182022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26671&cdo=5301&edital=0018/2022","Pregão Eletrônico             (Serviços)","SIE","RDC - REGIME DIFERENCIADO DE CONTRATAÇÃO - Execução dos serviços de limpeza da plataforma estradal de rodovias estaduais sob jurisdição da Coordenadoria Regional Norte - SIE/CRNOR, em regime de empreitada por preço unitário, nas condições previstas no Edital e seus anexos, conforme especificações constantes dos Anexos I a XV.","25/01/2022 08:00:00","18/02/2022 17:00:00","HOMOLOGADO","18/02/2022","25/01/2022",NA,"docsb.asp?orgao=SIE&anexo=26671-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26671-02-1.pdf"
"163","2","","0019/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00192022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=1606&edital=0019/2022","Convite(Serviços)","PMSC","CONSTRUÇÃO DO NOVO QUARTEL DA POLÍCIA MILITAR EM SÃO DOMINGOS.","11/02/2022 13:30:00","11/02/2022 14:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","11/02/2022","11/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=CV019.2021.EDITAL.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=CV019.2021.EDITAL.pdf"
"164","2","","0019/2022","4130","PSFS Porto de São Francisco do Sul S/A","00192022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0019/2022","Pregão Eletrônico(Compras)","PSFS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EMPRESA(S) PARA O FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS, PARA REPOSIÇÃO DE ESTOQUE DO ALMOXARIFADO DA SCPAR PORTO DE SÃO FRANCISCO DO SUL S/A, ATRAVÉS DE ATA DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO.","04/04/2022 08:00:00","04/04/2022 09:00:00","AGUARDANDO ABERTURA DA SESSÃO","04/04/2022","04/04/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00192022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00192022.pdf"
"165","1","27034","0019/2022","801","Secretaria de Estado da Administração Prisional e Socioeducativa - SAP","00192022_801","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27034&cdo=801&edital=0019/2022","Pregão Eletrônico             (Compras)","SAP-DIPF","futura  e  eventual  aquisição  de  concreto  usinado  fck  025  para  atender  as  demandas  das unidades  prisionais  de  santa  catarina  pertencentes  à  região  da  grande  florianópolis  (palhoça, tijucas ,biguaçu e são pedro de alcântara) também para atender a penitenciária de florianópolis.objetivando o registro de preços, conforme especifi...","17/03/2022 08:00:00","29/03/2022 13:00:00","EM RECEBIMENTO DE PROPOSTA E-LIC","29/03/2022","17/03/2022",NA,"docsb.asp?orgao=SAP-DIPF&anexo=27034-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SAP-DIPF&anexo=27034-02-1.pdf"
"166","1","26797","0019/2022","1700","Secretaria de Estado da Administração - SEA","00192022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26797&cdo=1700&edital=0019/2022","Pregão Eletrônico             (Serviços)","SEA-DGLC","Contratação de empresa especializada na prestação de serviços continuados  de vigilância orgânica  armada para atender às necessidades da Fundação Catarinense de Educação Especial.","09/02/2022 14:00:00","21/02/2022 13:30:00","EM SESSÃO PREGÃO","21/02/2022","09/02/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=26797-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=26797-02-1.pdf"
"167","1","26672","0019/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00192022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26672&cdo=5301&edital=0019/2022","Pregão Eletrônico             (Serviços)","SIE","RDC - REGIME DIFERENCIADO DE CONTRATAÇÃO - Execução dos serviços de sinalização horizontal  e vertical na malha rodoviária sob jurisdição da Coordenadoria Regional  Norte - SIE/CRNOR, em regime de empreitada por preço unitário, nas condições previstas no Edital e seus anexos, conforme especificações constantes dos Anexos I a XVI.","25/01/2022 08:00:00","22/02/2022 14:30:00","HOMOLOGADO","22/02/2022","25/01/2022",NA,"docsb.asp?orgao=SIE&anexo=26672-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26672-02-1.pdf"
"168","2","","0020/2022","4130","PSFS Porto de São Francisco do Sul S/A","00202022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0020/2022","Pregão Presencial(Serviços)","PSFS","contratação de empresa especializada no fornecimento, gerenciamento, implementação e administração de vale-refeição e alimentação através de cartões magnéticos e/ou eletrônicos, equipados com ship de segurança, contemplando carga e recarga de valor na modalidade on line, visando a aquisição de gêneros alimentícios in natura e refeições prontas em e...","30/03/2022 09:00:00","30/03/2022 09:15:00","AGUARDANDO ABERTURA DA SESSÃO","30/03/2022","30/03/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00202022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00202022.pdf"
"169","1","26673","0020/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00202022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26673&cdo=5301&edital=0020/2022","Pregão Eletrônico             (Serviços)","SIE","RDC - REGIME DIFERENCIADO DE CONTRATAÇÃO - Execução dos serviços de sinalização horizontal e vertical na malha rodoviária sob jurisdição da Coordenadoria Regional Planalto - SIE/CRPLA, em regime de empreitada por preço unitário, nas condições previstas no Edital e seus anexos, conforme especificações constantes dos Anexos I a XVI.","25/01/2022 08:00:00","22/02/2022 17:00:00","SESSÃO PREGÃO SUSPENSA - PE","22/02/2022","25/01/2022",NA,"docsb.asp?orgao=SIE&anexo=26673-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26673-02-1.pdf"
"170","2","","0021/2022","9","Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI","00212022_9","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=9&edital=0021/2022","Pregão Eletrônico(Serviços)","EPAGRI","EXCLUSIVO ME/EPP Contratação de empresa para fornecimento de hospedagem com café da manhã, para a Epagri  Departamento Estadual de Extensão Rural e pesqueira - DERP, conforme quantitativos e especificações constantes nos ANEXOS I e II deste Edital.ID Licitacoes-e 92.72.65","06/04/2022 09:00:00","06/04/2022 14:00:00","AGUARDANDO ABERTURA DA SESSÃO","06/04/2022","06/04/2022",NA,"docsb.asp?orgao=EPAGRI&anexo=0021_2022PE.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=EPAGRI&anexo=0021_2022PE.doc"
